115.231.230.10 - - [21/Dec/2014:00:03:05 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
115.231.230.10 - - [21/Dec/2014:00:03:06 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.023"
123.125.71.90 - - [21/Dec/2014:00:04:03 +0800] "GET /join.php HTTP/1.1" 200 7168 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.030"
222.186.17.6 - - [21/Dec/2014:00:04:09 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
222.186.17.6 - - [21/Dec/2014:00:04:09 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.028"
120.202.249.36 - - [21/Dec/2014:00:05:40 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.030"
59.61.68.44 - - [21/Dec/2014:00:07:26 +0800] "GET / HTTP/1.1" 301 178 "http://www.baidu.com/link?url=VQiS_IIbHJLHPB3tMPKuV73SfEepBv00CCtf_UZuRE_UUGtFncdHQya23RN5ZT7j&wd=%E4%B8%80%E8%B5%B7%E5%94%B1&ie=utf-8&f=8&ch=2&tn=56060048_pg" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET / HTTP/1.1" 200 1347 "http://www.baidu.com/link?url=VQiS_IIbHJLHPB3tMPKuV73SfEepBv00CCtf_UZuRE_UUGtFncdHQya23RN5ZT7j&wd=%E4%B8%80%E8%B5%B7%E5%94%B1&ie=utf-8&f=8&ch=2&tn=56060048_pg" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.002"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 0 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/game.js HTTP/1.1" 200 917 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:07:27 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.276"
59.61.68.44 - - [21/Dec/2014:00:07:32 +0800] "GET /index.php HTTP/1.1" 200 1347 "http://www.17chang.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
59.61.68.44 - - [21/Dec/2014:00:07:58 +0800] "GET /contact.php HTTP/1.1" 200 2062 "http://www.17chang.com/index.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
59.61.68.44 - - [21/Dec/2014:00:08:02 +0800] "GET /join.php HTTP/1.1" 200 7168 "http://www.17chang.com/contact.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
106.120.160.109 - - [21/Dec/2014:00:09:05 +0800] "GET / HTTP/1.1" 301 178 "http://www.yiqiding.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)" "-""0.027"
106.120.160.109 - - [21/Dec/2014:00:09:06 +0800] "GET / HTTP/1.1" 200 5114 "http://www.yiqiding.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)" "-""0.029"
220.181.108.182 - - [21/Dec/2014:00:09:35 +0800] "GET /css/join.min.css HTTP/1.1" 200 9272 "http://www.17chang.com/join.php" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
220.181.108.103 - - [21/Dec/2014:00:09:35 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 95786 "http://www.17chang.com/join.php" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.149"
220.181.108.122 - - [21/Dec/2014:00:09:35 +0800] "GET /css/join.min.css HTTP/1.1" 200 9272 "http://www.17chang.com/join.php" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
59.61.68.44 - - [21/Dec/2014:00:09:44 +0800] "GET /index.php HTTP/1.1" 200 1347 "http://www.17chang.com/join.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
59.61.68.44 - - [21/Dec/2014:00:10:20 +0800] "GET /about.php HTTP/1.1" 200 2619 "http://www.17chang.com/index.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
222.26.160.148 - - [21/Dec/2014:00:10:43 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.045"
59.61.68.44 - - [21/Dec/2014:00:11:03 +0800] "GET /join.php HTTP/1.1" 200 7168 "http://www.17chang.com/about.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
59.61.68.44 - - [21/Dec/2014:00:11:06 +0800] "GET /about.php HTTP/1.1" 200 2619 "http://www.17chang.com/join.php" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "-""0.001"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET / HTTP/1.1" 200 3314 "-" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.001"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.000"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.000"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.000"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.000"
220.181.132.198 - - [21/Dec/2014:00:11:43 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (X11; Windows x86_64) AppleWebKit/536.11 (KHTML, like Gecko) chrome/22.0.1190.0 Safari/536.11" "-""0.000"
